content,neg
The app is nice but it needs lot of corrections. 1. It does not provide space for video title 2. Does not update new messages immediately 3. Very slow operation 4. Declines some schedule posts It will be a better app if it's functioning properly.,0.0
Sometimes Follow up msgs didnt show up😏,0.0
"When you find an update that works, don't update it!🤯",0.0
overall it's easy to use and navigate. I have issues getting my new messages to appear so I can respond. I see a notification that I have one but I have to continually restart my phone to get the message to show up.,0.0
merci beaucoup pour Cette application,0.0
Please include a option to copy name of customer,0.0
"Whenever i want to open the app,it doesnt open on first tap...",0.0
great start but I think some things could be better.,0.0
some features not functioning properly,0.0
everything new collection avellevel now,0.0
Yeah it's a good app you know 😊,0.0
"crashes easily, doesn't tag pages properly in scheduled posts",0.0
Very slow and keep crafting. Overall a great tool to manage IG and FB in one place but needs a lot of performance improvements,0.0
useful app💜 I like this,0.0
Useful but don't shows all text of posts...,0.0
